nome_repositorio,url,estrelas,data_criacao,idade_em_dias,idade_em_anos,total_pull_requests,total_pull_requests_aceitas,total_releases,data_ultima_atualizacao,dias_desde_ultima_atualizacao,linguagem_primaria,linguagens,total_issues,issues_abertas,issues_fechadas,razao_issues_fechadas,media_prs_aceitas_linguagem,media_releases_linguagem,media_dias_desde_atualizacao_linguagem
FuelLabs/sway,https://github.com/FuelLabs/sway,61497,19/01/2021,2038,5.6,4247,3715,189,14/08/2026,5,Rust,"Rust, Shell, JavaScript, Dockerfile, LLVM, CSS, Sway, Just",3317,880,2437,0.7347,4846.14,145.22,23.78
minio/minio,https://github.com/minio/minio,61387,14/01/2015,4235,11.6,11183,9882,521,24/04/2026,117,Go,"Go, Shell, Makefile, Dockerfile, Mustache, Go Template",7885,44,7841,0.9944,3162.76,209.72,80.52
2dust/v2rayNG,https://github.com/2dust/v2rayNG,61326,15/05/2019,2653,7.3,1084,670,307,19/08/2026,0,Kotlin,"Kotlin, HTML, Shell",4070,11,4059,0.9973,748.29,116.29,13.0
lodash/lodash,https://github.com/lodash/lodash,61290,07/04/2012,5247,14.4,1639,644,4,03/07/2026,47,JavaScript,"JavaScript, EJS, HTML",4362,54,4308,0.9876,4153.66,207.36,93.73
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,61058,14/01/2024,948,2.6,661,367,4,18/08/2026,1,Python,"Python, Batchfile, Shell, Dockerfile, PowerShell, Jupyter Notebook",2045,789,1256,0.6142,4381.96,96.0,134.19
upstash/context7,https://github.com/upstash/context7,60980,26/03/2025,510,1.4,733,481,105,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Dockerfile",2246,18,2228,0.992,4153.66,207.36,93.73
Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,60951,07/05/2017,3391,9.3,1019,452,0,21/04/2026,120,Dart,Dart,0,0,0,,25058.5,3.5,60.0
tw93/Pake,https://github.com/tw93/Pake,60898,14/10/2022,1405,3.8,298,162,51,15/08/2026,4,Rust,"Rust, Dockerfile, TypeScript",568,0,568,1.0,4846.14,145.22,23.78
h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60871,09/02/2012,5304,14.5,736,485,0,16/06/2026,63,JavaScript,"JavaScript, CSS, Nunjucks",185,42,143,0.773,4153.66,207.36,93.73
ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,60867,28/04/2022,1574,4.3,2139,1464,45,19/08/2026,0,PowerShell,"PowerShell, Batchfile",2377,22,2355,0.9907,1066.75,46.0,0.75
1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,60859,21/09/2017,3254,8.9,834,742,0,19/08/2026,0,Python,Python,362,3,359,0.9917,4381.96,96.0,134.19
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,60839,06/04/2018,3057,8.4,81,49,0,11/04/2024,860,,,71,48,23,0.3239,1575.95,5.59,292.54
atom/atom,https://github.com/atom/atom,60778,20/01/2012,5325,14.6,5279,3937,538,03/01/2023,1324,Shell,"Shell, CoffeeScript, JavaScript, HTML, Batchfile, Dockerfile, Less, EJS",17111,962,16149,0.9438,6587.32,101.51,68.88
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,60770,11/09/2022,1438,3.9,7251,5444,451,19/08/2026,0,Python,"Python, Shell, Dockerfile, HTML",12892,46,12846,0.9964,4381.96,96.0,134.19
nuxt/nuxt,https://github.com/nuxt/nuxt,60763,26/10/2016,3584,9.8,10050,8312,291,19/08/2026,0,JavaScript,"JavaScript, Vue, Shell, TypeScript, Dockerfile, HTML",17483,365,17118,0.9791,4153.66,207.36,93.73
coollabsio/coolify,https://github.com/coollabsio/coolify,60760,25/01/2021,2032,5.6,5189,2796,692,19/08/2026,0,JavaScript,"JavaScript, Dockerfile, CSS, Shell, PHP, Blade",3970,611,3359,0.8461,4153.66,207.36,93.73
pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,60733,05/07/2022,1506,4.1,345,55,284,19/08/2026,0,Go,"Go, HTML, JavaScript, Makefile, CSS",2037,19,2018,0.9907,3162.76,209.72,80.52
pbakaus/impeccable,https://github.com/pbakaus/impeccable,60669,16/11/2025,276,0.8,376,270,45,19/08/2026,0,JavaScript,"JavaScript, CSS, HTML, Astro, TypeScript, Vue, Svelte",233,45,188,0.8069,4153.66,207.36,93.73
microsoft/autogen,https://github.com/microsoft/autogen,60522,18/08/2023,1097,3.0,3726,2537,98,15/04/2026,126,JavaScript,"JavaScript, CSS, Dockerfile, Python, Jupyter Notebook, PowerShell, Shell, C#, HTML, TypeScript",3078,559,2519,0.8184,4153.66,207.36,93.73
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,60479,08/06/2014,4455,12.2,2994,2237,126,04/08/2026,15,Shell,"Shell, Roff, Dockerfile",3147,22,3125,0.993,6587.32,101.51,68.88
marktext/marktext,https://github.com/marktext/marktext,60307,12/11/2017,3202,8.8,1631,1371,47,27/07/2026,23,JavaScript,"JavaScript, HTML, Vue, CSS, NSIS, TypeScript",3443,616,2827,0.8211,4153.66,207.36,93.73
adam-p/markdown-here,https://github.com/adam-p/markdown-here,60250,13/05/2012,5211,14.3,95,27,17,22/08/2025,362,HTML,"HTML, JavaScript, CSS, Makefile",635,301,334,0.526,2959.28,84.38,78.49
sharkdp/bat,https://github.com/sharkdp/bat,60218,21/04/2018,3042,8.3,2120,1665,43,11/08/2026,8,Rust,"Rust, Shell, Batchfile, Python, Nix",1629,326,1303,0.7999,4846.14,145.22,23.78
spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,60201,08/12/2010,5733,15.7,5889,943,363,19/08/2026,0,Groovy,"Groovy, Java, HTML, AspectJ, Ruby, Smarty, CSS, JavaScript, XSLT, Python",28347,383,27964,0.9865,943.0,363.0,0.0
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,60090,26/05/2019,2642,7.2,155,51,0,09/03/2026,163,Python,Python,1122,169,953,0.8494,4381.96,96.0,134.19
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,59901,29/03/2022,1604,4.4,5316,4483,1,19/08/2026,0,Zig,"Zig, Nix, C, GLSL, Makefile, Dockerfile, Shell, Metal, Swift, C++",2256,146,2110,0.9353,3480.0,10.5,0.0
byoungd/up,https://github.com/byoungd/up,59782,30/05/2017,3368,9.2,46,31,0,17/08/2026,2,JavaScript,JavaScript,132,30,102,0.7727,4153.66,207.36,93.73
jquery/jquery,https://github.com/jquery/jquery,59776,03/04/2009,6347,17.4,3266,902,13,12/08/2026,7,JavaScript,"JavaScript, PHP, HTML, CSS, Shell",2393,73,2320,0.9695,4153.66,207.36,93.73
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,59568,14/01/2013,4965,13.6,514,290,55,01/01/2025,595,C#,"C#, JavaScript, Shell",2918,189,2729,0.9352,3161.25,140.25,74.88
meta-llama/llama,https://github.com/meta-llama/llama,59566,14/02/2023,1282,3.5,218,54,0,26/01/2025,569,Python,"Python, Shell",1127,473,654,0.5803,4381.96,96.0,134.19
starship/starship,https://github.com/starship/starship,59489,02/04/2019,2696,7.4,4113,3204,141,17/08/2026,2,Rust,"Rust, Shell, PowerShell, Xonsh, Lua, HTML, Elvish, Nushell",2711,802,1909,0.7042,4846.14,145.22,23.78
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,59469,25/06/2018,2977,8.2,183,53,14,13/08/2024,736,Go,Go,359,117,242,0.6741,3162.76,209.72,80.52
termux/termux-app,https://github.com/termux/termux-app,59451,23/10/2015,3953,10.8,645,178,95,14/07/2026,36,Java,"Java, C, Makefile, Shell, Assembly, C++",3152,498,2654,0.842,1668.22,57.66,146.66
rclone/rclone,https://github.com/rclone/rclone,59265,16/03/2014,4539,12.4,3509,2490,131,19/08/2026,0,Makefile,"Makefile, Shell, Go, Python, HTML, Batchfile, Dockerfile, JavaScript, C, PHP",6175,977,5198,0.8418,6824.34,158.88,82.6
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,59016,23/04/2018,3040,8.3,3092,2532,330,14/08/2026,5,Rust,"Rust, Dockerfile, Shell",2473,243,2230,0.9017,4846.14,145.22,23.78
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,59008,19/07/2023,1127,3.1,71,50,0,05/07/2026,45,Jupyter Notebook,"Jupyter Notebook, Dockerfile, Python",20,5,15,0.75,257.0,7.23,134.46
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,58898,17/07/2014,4416,12.1,2427,1919,0,18/08/2026,1,Rust,Rust,150,7,143,0.9533,4846.14,145.22,23.78
penpot/penpot,https://github.com/penpot/penpot,58895,29/12/2015,3885,10.6,7790,6934,85,19/08/2026,0,Clojure,"Clojure, JavaScript, HTML, Shell, PLpgSQL, Dockerfile, XSLT, SCSS, Mustache, CSS",3140,671,2469,0.7863,3539.5,57.0,11.0
mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,58719,23/01/2026,208,0.6,764,466,41,18/08/2026,1,Python,"Python, Shell, HTML, Go",244,86,158,0.6475,4381.96,96.0,134.19
rails/rails,https://github.com/rails/rails,58694,11/04/2008,6704,18.4,39330,26857,168,19/08/2026,0,Ruby,"Ruby, HTML, CSS, JavaScript, Shell, Dockerfile, SCSS",18656,489,18167,0.9738,9346.47,112.47,257.87
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,58607,12/04/2014,4512,12.4,179,129,0,15/04/2024,856,,,77,28,49,0.6364,1575.95,5.59,292.54
pmndrs/zustand,https://github.com/pmndrs/zustand,58585,09/04/2019,2689,7.4,1221,929,105,19/08/2026,0,JavaScript,"JavaScript, TypeScript",697,2,695,0.9971,4153.66,207.36,93.73
angular/angular.js,https://github.com/angular/angular.js,58537,06/01/2010,6069,16.6,8000,790,0,12/04/2024,859,JavaScript,"JavaScript, HTML, Shell, CSS, BitBake",9033,389,8644,0.9569,4153.66,207.36,93.73
MemPalace/mempalace,https://github.com/MemPalace/mempalace,58471,05/04/2026,136,0.4,1436,620,15,19/08/2026,0,Shell,"Shell, Python, TypeScript, CSS, HTML, Vue, JavaScript, Dockerfile, Go Template",791,329,462,0.5841,6587.32,101.51,68.88
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,58018,06/03/2025,531,1.5,567,116,3,16/08/2026,3,Python,"Python, Dockerfile, TypeScript",754,281,473,0.6273,4381.96,96.0,134.19
ultralytics/yolov5,https://github.com/ultralytics/yolov5,57905,18/05/2020,2284,6.3,3032,2320,10,16/08/2026,3,Dockerfile,"Dockerfile, Shell, Python",9443,30,9413,0.9968,1947.39,130.55,56.58
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57595,24/01/2010,6051,16.6,1988,846,34,10/08/2026,8,HTML,"HTML, JavaScript",1366,7,1359,0.9949,2959.28,84.38,78.49
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,57537,27/06/2018,2975,8.2,345,302,0,26/06/2024,784,JavaScript,"JavaScript, HTML",192,111,81,0.4219,4153.66,207.36,93.73
go-gitea/gitea,https://github.com/go-gitea/gitea,57498,01/11/2016,3578,9.8,22724,19735,235,19/08/2026,0,Makefile,"Makefile, Go, Shell, Dockerfile, JavaScript, Vue, Less, Handlebars, Jsonnet, CSS",15964,2352,13612,0.8527,6824.34,158.88,82.6
deepfakes/faceswap,https://github.com/deepfakes/faceswap,57469,19/12/2017,3165,8.7,550,370,5,05/08/2026,14,Python,"Python, NSIS, Shell",909,10,899,0.989,4381.96,96.0,134.19
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,57445,02/05/2023,1205,3.3,590,309,14,19/08/2026,0,Python,"Python, Makefile, MDX, Dockerfile, Jinja, Shell, HTML",1242,1,1241,0.9992,4381.96,96.0,134.19
crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,57331,27/10/2023,1027,2.8,4480,2124,230,19/08/2026,0,Python,"Python, JavaScript, Jinja, CSS, Shell",2129,115,2014,0.946,4381.96,96.0,134.19
karpathy/nanochat,https://github.com/karpathy/nanochat,57314,13/10/2025,310,0.8,525,84,0,02/08/2026,17,Python,"Python, Shell, Jupyter Notebook",139,22,117,0.8417,4381.96,96.0,134.19
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,57253,24/12/2014,4256,11.7,236,91,0,05/06/2026,75,,,117,22,95,0.812,1575.95,5.59,292.54
Textualize/rich,https://github.com/Textualize/rich,57089,10/11/2019,2474,6.8,1503,869,177,23/06/2026,57,Python,"Python, Makefile, Batchfile",1526,237,1289,0.8447,4381.96,96.0,134.19
appwrite/appwrite,https://github.com/appwrite/appwrite,57057,08/04/2019,2690,7.4,7467,5259,132,19/08/2026,0,Dockerfile,"Dockerfile, Shell, PHP, TypeScript, JavaScript",4470,520,3950,0.8837,1947.39,130.55,56.58
FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,56899,27/08/2020,2182,6.0,2072,1657,130,18/08/2026,0,Rust,"Rust, Dockerfile, Shell, Makefile, Lua",1161,162,999,0.8605,4846.14,145.22,23.78
soimort/you-get,https://github.com/soimort/you-get,56872,20/08/2012,5112,14.0,1094,582,123,25/07/2026,25,Makefile,"Makefile, Python, Shell",0,0,0,,6824.34,158.88,82.6
remotion-dev/remotion,https://github.com/remotion-dev/remotion,56836,23/06/2020,2248,6.2,6698,6097,672,19/08/2026,0,TypeScript,"TypeScript, JavaScript, CSS, Shell, Rust, Astro, Go, PHP, MDX, Python",3707,194,3513,0.9477,3951.0,209.41,39.23
BerriAI/litellm,https://github.com/BerriAI/litellm,56764,27/07/2023,1119,3.1,24468,14485,1000,19/08/2026,0,Python,"Python, Dockerfile, Shell, HTML, JavaScript, CSS, TypeScript, Ruby, Makefile, PowerShell",12197,1679,10518,0.8623,4381.96,96.0,134.19
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,56669,03/03/2017,3455,9.5,258,95,2,25/06/2026,55,Makefile,"Makefile, Python, Dockerfile",1379,775,604,0.438,6824.34,158.88,82.6
remix-run/react-router,https://github.com/remix-run/react-router,56557,16/05/2014,4477,12.3,5253,3646,344,19/08/2026,0,JavaScript,"JavaScript, TypeScript, CSS, Shell, MDX, HTML",8391,99,8292,0.9882,4153.66,207.36,93.73
golang-standards/project-layout,https://github.com/golang-standards/project-layout,56476,09/09/2017,3266,8.9,159,98,0,28/04/2026,113,Makefile,Makefile,116,72,44,0.3793,6824.34,158.88,82.6
makeplane/plane,https://github.com/makeplane/plane,56152,19/11/2022,1369,3.8,7466,6446,63,19/08/2026,0,TypeScript,"TypeScript, JavaScript, CSS, Shell, Python, HTML, Dockerfile, Nix",1914,798,1116,0.5831,3951.0,209.41,39.23
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,56125,14/05/2025,462,1.3,73,34,1,24/06/2026,56,Python,"Python, HTML, Dockerfile, Shell, JavaScript, TypeScript, PLpgSQL, Go Template, PowerShell",105,25,80,0.7619,4381.96,96.0,134.19
laurent22/joplin,https://github.com/laurent22/joplin,56014,16/01/2017,3501,9.6,7918,5990,417,19/08/2026,0,Batchfile,"Batchfile, Shell, JavaScript, Java, Objective-C, HTML, CSS, TypeScript, Ruby, Handlebars",8238,620,7618,0.9247,6702.5,190.5,8.83
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,55959,09/12/2018,2810,7.7,7191,5626,112,19/08/2026,0,C#,"C#, Shell, HTML, CSS",8689,377,8312,0.9566,3161.25,140.25,74.88
gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,55942,21/05/2015,4107,11.3,22637,18303,158,19/08/2026,0,JavaScript,"JavaScript, CSS, Dockerfile, TypeScript, HTML, Shell, Python, EJS, Less, SCSS",14127,217,13910,0.9846,4153.66,207.36,93.73
azl397985856/leetcode,https://github.com/azl397985856/leetcode,55758,30/03/2018,3064,8.4,316,257,40,16/07/2025,399,JavaScript,"JavaScript, Python, Ruby",257,9,248,0.965,4153.66,207.36,93.73
Raphire/Win11Debloat,https://github.com/Raphire/Win11Debloat,55721,27/10/2020,2121,5.8,191,130,37,16/08/2026,3,PowerShell,"PowerShell, Batchfile",388,32,356,0.9175,1066.75,46.0,0.75
usestrix/strix,https://github.com/usestrix/strix,55627,05/08/2025,378,1.0,771,368,26,19/08/2026,0,Makefile,"Makefile, Dockerfile, Shell, Python, Jinja, HTML, TypeScript, CSS, Go",315,127,188,0.5968,6824.34,158.88,82.6
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,55562,20/09/2016,3620,9.9,121469,103370,0,19/08/2026,0,,,1513,29,1484,0.9808,1575.95,5.59,292.54
typst/typst,https://github.com/typst/typst,55526,24/09/2019,2520,6.9,3195,2495,30,17/08/2026,2,Rust,"Rust, Dockerfile, Typst, TypeScript, CSS, JavaScript",4494,1212,3282,0.7303,4846.14,145.22,23.78
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,55381,31/03/2023,1237,3.4,2769,1820,85,13/08/2026,6,JavaScript,"JavaScript, Shell, Dockerfile, TypeScript, Batchfile, HTML, SCSS, CSS, Handlebars",2674,701,1973,0.7378,4153.66,207.36,93.73
twentyhq/twenty,https://github.com/twentyhq/twenty,55140,01/12/2022,1357,3.7,16437,14044,102,19/08/2026,0,HTML,"HTML, CSS, JavaScript, TypeScript, Dockerfile, Makefile, Shell, MDX, HCL, Python",6840,113,6727,0.9835,2959.28,84.38,78.49
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,55134,29/04/2023,1208,3.3,638,351,21,14/05/2025,462,Python,"Python, Makefile, Dockerfile, Shell, HTML",503,32,471,0.9364,4381.96,96.0,134.19
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,54991,13/01/2016,3870,10.6,10763,8464,214,19/08/2026,0,C#,"C#, PowerShell, XSLT, Shell, Roff, Dockerfile, Batchfile, HTML",13556,1287,12269,0.9051,3161.25,140.25,74.88
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,54942,24/02/2019,2733,7.5,283,170,33,15/08/2026,4,Shell,"Shell, Makefile, C++",2620,128,2492,0.9511,6587.32,101.51,68.88
ngosang/trackerslist,https://github.com/ngosang/trackerslist,54906,24/04/2016,3769,10.3,71,1,0,18/08/2026,0,,,539,11,528,0.9796,1575.95,5.59,292.54
jingyaogong/minimind,https://github.com/jingyaogong/minimind,54836,27/07/2024,753,2.1,107,12,2,06/08/2026,13,Python,Python,634,26,608,0.959,4381.96,96.0,134.19
TryGhost/Ghost,https://github.com/TryGhost/Ghost,54797,04/05/2013,4855,13.3,22618,18430,999,19/08/2026,0,JavaScript,"JavaScript, HTML, XSLT, CSS, Handlebars, TypeScript, MDX, Shell, Dockerfile",7328,29,7299,0.996,4153.66,207.36,93.73
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,54711,23/03/2023,1245,3.4,132,16,0,18/09/2024,700,Python,"Python, Jupyter Notebook, Shell",718,536,182,0.2535,4381.96,96.0,134.19
WerWolv/ImHex,https://github.com/WerWolv/ImHex,54510,10/11/2020,2108,5.8,954,782,82,19/08/2026,0,CMake,"CMake, C++, GLSL, Objective-C, C#, GDB, Python",1643,353,1290,0.7851,10846.93,133.36,74.29
wagoodman/dive,https://github.com/wagoodman/dive,54478,13/05/2018,3020,8.3,322,164,28,15/12/2025,247,Go,"Go, Makefile, Dockerfile",375,169,206,0.5493,3162.76,209.72,80.52
lencx/ChatGPT,https://github.com/lencx/ChatGPT,54447,07/12/2022,1351,3.7,188,123,34,29/08/2024,720,Rust,"Rust, HTML, TypeScript, JavaScript, CSS",1281,908,373,0.2912,4846.14,145.22,23.78
maybe-finance/maybe,https://github.com/maybe-finance/maybe,54321,01/01/2024,960,2.6,1375,1073,28,24/07/2025,390,Dockerfile,"Dockerfile, JavaScript, CSS, HTML, Shell, Ruby",0,0,0,,1947.39,130.55,56.58
psf/requests,https://github.com/psf/requests,54241,13/02/2011,5666,15.5,3090,1697,19,17/08/2026,2,Makefile,"Makefile, Python",4173,148,4025,0.9645,6824.34,158.88,82.6
vuejs/core,https://github.com/vuejs/core,54220,12/06/2018,2990,8.2,6541,4066,292,19/08/2026,0,JavaScript,"JavaScript, TypeScript, HTML, CSS, Vue, Shell",6083,557,5526,0.9084,4153.66,207.36,93.73
ElemeFE/element,https://github.com/ElemeFE/element,54056,03/09/2016,3637,10.0,5160,3228,145,20/08/2024,729,Makefile,"Makefile, Vue, Shell, JavaScript, SCSS",17891,2645,15246,0.8522,6824.34,158.88,82.6
agalwood/Motrix,https://github.com/agalwood/Motrix,54009,18/12/2018,2801,7.7,357,236,29,19/08/2026,0,JavaScript,"JavaScript, HTML, Dockerfile, NSIS, TypeScript, Rust, PowerShell, CSS",1381,773,608,0.4403,4153.66,207.36,93.73
odoo/odoo,https://github.com/odoo/odoo,53801,13/05/2014,4481,12.3,262302,6183,0,19/08/2026,0,Python,"Python, XSLT, HTML, CSS, JavaScript, Shell, NSIS, SCSS, Sass, Vim Script",19124,3766,15358,0.8031,4381.96,96.0,134.19
google/material-design-icons,https://github.com/google/material-design-icons,53782,08/10/2014,4333,11.9,185,50,16,14/08/2026,5,,,1596,410,1186,0.7431,1575.95,5.59,292.54
mozilla/pdf.js,https://github.com/mozilla/pdf.js,53757,26/04/2011,5594,15.3,10665,9226,88,19/08/2026,0,JavaScript,"JavaScript, HTML, CSS, TypeScript, Fluent, Python",10564,366,10198,0.9654,4153.66,207.36,93.73
necolas/normalize.css,https://github.com/necolas/normalize.css,53520,04/05/2011,5586,15.3,400,56,0,12/06/2024,798,CSS,CSS,518,47,471,0.9093,983.25,101.42,156.17
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,53441,17/05/2017,3380,9.3,7704,6695,116,19/08/2026,0,Python,"Python, Shell, Dockerfile, Jupyter Notebook, PowerShell, HTML, Gnuplot, Jinja",5653,22,5631,0.9961,4381.96,96.0,134.19
JetBrains/kotlin,https://github.com/JetBrains/kotlin,53351,13/02/2012,5301,14.5,7522,3585,300,19/08/2026,0,Kotlin,"Kotlin, Java, Dockerfile, Swift, C++, C, Shell, Batchfile, CSS, JavaScript",0,0,0,,748.29,116.29,13.0
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,53180,02/09/2016,3638,10.0,179,138,1,17/06/2026,63,Python,"Python, JavaScript",217,125,92,0.424,4381.96,96.0,134.19
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,53111,10/07/2014,4423,12.1,2769,2256,0,24/06/2026,56,Swift,Swift,500,6,494,0.988,823.2,100.0,16.6
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,53037,25/09/2022,1424,3.9,1450,1023,38,18/08/2026,1,Makefile,"Makefile, Python, C, C++, Shell, CMake, Batchfile, JavaScript, Go, Ruby",1963,1068,895,0.4559,6824.34,158.88,82.6
aaif-goose/goose,https://github.com/aaif-goose/goose,53006,23/08/2024,726,2.0,8212,5886,146,19/08/2026,0,Just,"Just, Shell, Rust, TypeScript, CSS, JavaScript, HTML, Batchfile, Python, HCL",2796,179,2617,0.936,5886.0,146.0,0.0
microsoft/VibeVoice,https://github.com/microsoft/VibeVoice,52931,25/08/2025,359,1.0,161,41,0,24/07/2026,26,Python,Python,243,125,118,0.4856,4381.96,96.0,134.19
dockur/windows,https://github.com/dockur/windows,52901,14/01/2024,948,2.6,1062,908,126,19/08/2026,0,Dockerfile,"Dockerfile, Shell, Batchfile",1034,18,1016,0.9826,1947.39,130.55,56.58
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,52894,14/08/2019,2562,7.0,219,101,113,04/08/2026,15,JavaScript,"JavaScript, Vue, Less, HTML, TypeScript",2528,1222,1306,0.5166,4153.66,207.36,93.73
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,52868,04/06/2020,2267,6.2,147,109,0,11/11/2025,281,Dockerfile,"Dockerfile, Shell, Mustache, Python",686,397,289,0.4213,1947.39,130.55,56.58
hesreallyhim/awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code,52642,19/04/2025,487,1.3,436,221,0,19/08/2026,0,Python,"Python, Makefile",2022,885,1137,0.5623,4381.96,96.0,134.19
