nome_repositorio,url,estrelas,data_criacao,idade_em_dias,idade_em_anos,total_pull_requests,total_pull_requests_aceitas,total_releases,data_ultima_atualizacao,dias_desde_ultima_atualizacao,linguagem_primaria,linguagens,total_issues,issues_abertas,issues_fechadas,razao_issues_fechadas,media_prs_aceitas_linguagem,media_releases_linguagem,media_dias_desde_atualizacao_linguagem
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,48979,13/04/2020,2319,6.4,1749,1190,32,18/08/2026,1,HTML,"HTML, JavaScript, CSS, Ruby, Shell, TypeScript",1739,616,1123,0.6458,2959.28,84.38,78.49
calesthio/OpenMontage,https://github.com/calesthio/OpenMontage,48956,29/03/2026,143,0.4,334,93,0,18/08/2026,1,TypeScript,"TypeScript, Shell, Python, JavaScript, Makefile, HTML, CSS",127,78,49,0.3858,3951.0,209.41,39.23
metabase/metabase,https://github.com/metabase/metabase,48837,02/02/2015,4216,11.6,54343,46075,817,19/08/2026,0,JavaScript,"JavaScript, Clojure, HTML, CSS, Emacs Lisp, Shell, Dockerfile, Mustache, TypeScript, MDX",25704,3743,21961,0.8544,4153.66,207.36,93.73
akullpp/awesome-java,https://github.com/akullpp/awesome-java,48787,09/07/2014,4424,12.1,1111,808,0,19/08/2026,0,,,145,0,145,1.0,1575.95,5.59,292.54
tmux/tmux,https://github.com/tmux/tmux,48723,03/06/2015,4094,11.2,1154,37,44,19/08/2026,0,C,"C, Shell, Awk, Makefile, M4, Roff, Perl, Yacc, Pawn",4142,14,4128,0.9966,1636.36,71.09,40.09
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,48672,15/05/2016,3748,10.3,261,183,0,09/06/2024,801,JavaScript,"JavaScript, HTML, C++, Java, SCSS",126,49,77,0.6111,4153.66,207.36,93.73
iamkun/dayjs,https://github.com/iamkun/dayjs,48665,10/04/2018,3053,8.4,1317,730,129,18/08/2026,1,JavaScript,JavaScript,1848,968,880,0.4762,4153.66,207.36,93.73
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,48623,04/06/2018,2998,8.2,59,30,0,25/10/2024,663,,,17,11,6,0.3529,1575.95,5.59,292.54
upscayl/upscayl,https://github.com/upscayl/upscayl,48613,30/07/2022,1481,4.1,155,106,29,04/08/2026,15,Python,"Python, JavaScript, CSS, TypeScript, Shell",1079,54,1025,0.95,4381.96,96.0,134.19
mudler/LocalAI,https://github.com/mudler/LocalAI,48582,18/03/2023,1249,3.4,9534,6724,135,19/08/2026,0,Go,"Go, Dockerfile, Makefile, Shell, Python, CMake, C++, HTML, JavaScript, CSS",1605,92,1513,0.9427,3162.76,209.72,80.52
KRTirtho/spotube,https://github.com/KRTirtho/spotube,48508,14/02/2021,2012,5.5,431,261,44,16/08/2026,3,Shell,"Shell, Kotlin, Swift, Objective-C, Dart, CMake, C++, C, HTML, Inno Setup",2118,809,1309,0.618,6587.32,101.51,68.88
nilbuild/design-patterns-for-humans,https://github.com/nilbuild/design-patterns-for-humans,48461,16/02/2017,3470,9.5,88,50,0,02/12/2024,625,,,52,5,47,0.9038,1575.95,5.59,292.54
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,48445,23/07/2020,2218,6.1,816,600,0,16/05/2026,95,TypeScript,"TypeScript, Shell, HTML, CSS, JavaScript",37285,33193,4092,0.1097,3951.0,209.41,39.23
Aider-AI/aider,https://github.com/Aider-AI/aider,48332,09/05/2023,1198,3.3,1162,288,93,22/05/2026,89,Python,"Python, HTML, SCSS, Dockerfile, Shell, Ruby, JavaScript, PowerShell, CSS, Tree-sitter Query",4358,1341,3017,0.6923,4381.96,96.0,134.19
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,48230,24/06/2016,3708,10.2,479,343,0,26/01/2026,205,,,61,16,45,0.7377,1575.95,5.59,292.54
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,48203,08/01/2013,4971,13.6,4315,3589,267,19/08/2026,0,Shell,"Shell, Java, CSS",3285,10,3275,0.997,6587.32,101.51,68.88
slidevjs/slidev,https://github.com/slidevjs/slidev,48155,24/04/2021,1943,5.3,1048,901,430,19/08/2026,0,JavaScript,"JavaScript, Vue, TypeScript, HTML, CSS",1378,183,1195,0.8672,4153.66,207.36,93.73
moeru-ai/airi,https://github.com/moeru-ai/airi,48094,01/12/2024,626,1.7,1675,1232,81,19/08/2026,0,Vue,"Vue, TypeScript, Dockerfile, HTML, CSS, Nix, Shell, JavaScript, Swift, Kotlin",538,88,450,0.8364,1232.0,81.0,0.0
pixijs/pixijs,https://github.com/pixijs/pixijs,48036,21/01/2013,4957,13.6,4892,3885,308,19/08/2026,0,JavaScript,"JavaScript, GLSL, TypeScript, Shell, WGSL, CSS, HTML, MDX",6134,292,5842,0.9524,4153.66,207.36,93.73
hugohe3/ppt-master,https://github.com/hugohe3/ppt-master,48007,10/12/2025,252,0.7,93,32,22,19/08/2026,0,Python,"Python, HTML, JavaScript, CSS",124,6,118,0.9516,4381.96,96.0,134.19
router-for-me/CLIProxyAPI,https://github.com/router-for-me/CLIProxyAPI,47937,01/07/2025,414,1.1,1902,695,818,19/08/2026,0,Go,"Go, Dockerfile, PowerShell, Shell",2564,56,2508,0.9782,3162.76,209.72,80.52
moment/moment,https://github.com/moment/moment,47914,01/03/2011,5650,15.5,2161,756,1,19/08/2026,0,JavaScript,"JavaScript, Shell, TypeScript",4165,162,4003,0.9611,4153.66,207.36,93.73
karan/Projects,https://github.com/karan/Projects,47877,04/07/2013,4794,13.1,148,19,0,14/08/2024,735,,,98,59,39,0.398,1575.95,5.59,292.54
HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,47821,08/03/2026,164,0.4,307,187,3,13/08/2026,6,Python,"Python, Shell, PowerShell, JavaScript, C#, TypeScript, Swift",129,52,77,0.5969,4381.96,96.0,134.19
calcom/cal.diy,https://github.com/calcom/cal.diy,47808,22/03/2021,1976,5.4,19473,13099,611,08/08/2026,11,JavaScript,"JavaScript, CSS, TypeScript, Shell, Procfile, HTML, PHP, MDX, Dockerfile, PLpgSQL",9388,1120,8268,0.8807,4153.66,207.36,93.73
microsoft/qlib,https://github.com/microsoft/qlib,47756,14/08/2020,2196,6.0,1233,756,23,23/07/2026,27,Python,"Python, Cython, Dockerfile, Shell, Makefile, JavaScript",1071,302,769,0.718,4381.96,96.0,134.19
gogs/gogs,https://github.com/gogs/gogs,47742,12/02/2014,4571,12.5,2665,1958,98,06/08/2026,13,Go,"Go, Shell, JavaScript, Batchfile, Dockerfile, Less, Go Template, HTML, TypeScript, CSS",5209,940,4269,0.8195,3162.76,209.72,80.52
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,47707,08/08/2015,4029,11.0,163,89,0,18/04/2024,853,Python,"Python, Shell, Go, Makefile",101,69,32,0.3168,4381.96,96.0,134.19
bevyengine/bevy,https://github.com/bevyengine/bevy,47702,18/01/2020,2404,6.6,14784,8629,58,19/08/2026,0,Rust,"Rust, Mermaid, Go Template, HTML",8634,2831,5803,0.6721,4846.14,145.22,23.78
discourse/discourse,https://github.com/discourse/discourse,47676,12/01/2013,4967,13.6,42171,37228,1,19/08/2026,0,Ruby,"Ruby, HTML, JavaScript, Shell, SCSS, Mustache, CSS, TypeScript, PLpgSQL",0,0,0,,9346.47,112.47,257.87
lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,47653,02/01/2015,4247,11.6,982,628,0,16/08/2026,3,,,95,20,75,0.7895,1575.95,5.59,292.54
prisma/prisma,https://github.com/prisma/prisma,47571,20/06/2019,2617,7.2,10305,7056,254,19/08/2026,0,TypeScript,"TypeScript, JavaScript, HTML",12020,2461,9559,0.7953,3951.0,209.41,39.23
oobabooga/textgen,https://github.com/oobabooga/textgen,47553,21/12/2022,1337,3.7,2125,1273,113,17/08/2026,2,Python,"Python, CSS, JavaScript, Dockerfile, Shell, Batchfile, Jupyter Notebook",4199,802,3397,0.809,4381.96,96.0,134.19
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,47509,30/12/2018,2789,7.6,25,3,0,31/12/2025,231,,,967,771,196,0.2027,1575.95,5.59,292.54
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,47489,26/12/2015,3889,10.7,2534,1627,48,19/08/2026,0,Shell,"Shell, Dockerfile",3701,37,3664,0.99,6587.32,101.51,68.88
jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,47415,26/11/2018,2823,7.7,511,133,64,14/08/2026,5,Java,"Java, Dockerfile, TypeScript, JavaScript, Less, Vue, Batchfile, Shell, Python",8493,18,8475,0.9979,1668.22,57.66,146.66
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,47394,22/06/2013,4806,13.2,351,129,1,21/05/2024,820,,,117,35,82,0.7009,1575.95,5.59,292.54
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,47391,20/09/2014,4351,11.9,223,107,23,17/04/2026,124,Inno Setup,"Inno Setup, Go, Batchfile, VBScript, JavaScript",969,59,910,0.9391,107.0,23.0,124.0
slab/quill,https://github.com/slab/quill,47304,30/07/2012,5132,14.1,820,382,95,25/07/2025,390,JavaScript,"JavaScript, Shell, Stylus, TypeScript, SCSS, CSS, MDX, HTML",3848,578,3270,0.8498,4153.66,207.36,93.73
rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,47210,18/03/2026,154,0.4,334,185,2,10/08/2026,9,Python,"Python, Julia, TypeScript, Rust, Shell, Dockerfile, JavaScript, HTML, CSS, TeX",74,33,41,0.5541,4381.96,96.0,134.19
HKUDS/nanobot,https://github.com/HKUDS/nanobot,47181,01/02/2026,199,0.5,3661,1516,19,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Python, Shell, Dockerfile, HTML, CSS, PowerShell",1453,199,1254,0.863,4153.66,207.36,93.73
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,47100,02/06/2018,3000,8.2,531,387,0,29/05/2026,82,JavaScript,"JavaScript, CSS, TypeScript",225,0,225,1.0,4153.66,207.36,93.73
lysine-dev/okhttp,https://github.com/lysine-dev/okhttp,47051,23/07/2012,5140,14.1,5200,4161,0,19/08/2026,0,Shell,"Shell, Java, Kotlin",4301,88,4213,0.9795,6587.32,101.51,68.88
elder-plinius/CL4R1T4S,https://github.com/elder-plinius/CL4R1T4S,47041,04/03/2025,533,1.5,72,0,0,15/08/2026,4,,,79,71,8,0.1013,1575.95,5.59,292.54
gedoor/legado,https://github.com/gedoor/legado,47010,22/05/2019,2646,7.2,0,0,0,27/05/2026,84,Kotlin,"Kotlin, Java, CSS, HTML, JavaScript, Batchfile, AMPL, Shell, Vue, TypeScript",0,0,0,,748.29,116.29,13.0
KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,46943,27/09/2025,326,0.9,253,127,19,19/08/2026,0,Dockerfile,"Dockerfile, JavaScript, TypeScript, Shell, Typst",139,15,124,0.8921,1947.39,130.55,56.58
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,46934,04/09/2015,4002,11.0,651,203,247,13/07/2026,37,Go,"Go, Shell, Assembly, Starlark, Dockerfile",2600,3,2597,0.9988,3162.76,209.72,80.52
serverless/serverless,https://github.com/serverless/serverless,46916,21/04/2015,4138,11.3,6238,5142,494,19/08/2026,0,JavaScript,"JavaScript, Python, Java, TypeScript, Ruby, Makefile, Shell, Go, Dockerfile, HCL",6634,1109,5525,0.8328,4153.66,207.36,93.73
exo-explore/exo,https://github.com/exo-explore/exo,46884,24/06/2024,786,2.2,1318,770,16,23/06/2026,57,Shell,"Shell, Python, CSS, HTML, Svelte, TypeScript, JavaScript, Nix, Just, Rust",930,190,740,0.7957,6587.32,101.51,68.88
multica-ai/multica,https://github.com/multica-ai/multica,46857,13/01/2026,218,0.6,4955,3181,142,19/08/2026,0,TypeScript,"TypeScript, JavaScript, CSS, Shell, Makefile, Go, Dockerfile, HTML, MDX, PowerShell",2198,807,1391,0.6328,3951.0,209.41,39.23
kepano/obsidian-skills,https://github.com/kepano/obsidian-skills,46804,02/01/2026,228,0.6,81,16,0,08/06/2026,72,,,46,26,20,0.4348,1575.95,5.59,292.54
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,46719,23/12/2019,2431,6.7,683,100,0,06/12/2025,256,JavaScript,"JavaScript, HTML",180,118,62,0.3444,4153.66,207.36,93.73
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,46689,28/03/2022,1605,4.4,73,58,31,20/11/2025,272,Python,"Python, QML",870,352,518,0.5954,4381.96,96.0,134.19
SimplifyJobs/Summer2027-Internships,https://github.com/SimplifyJobs/Summer2027-Internships,46591,23/05/2020,2279,6.2,1968,1675,0,19/08/2026,0,Python,Python,7658,96,7562,0.9875,4381.96,96.0,134.19
zhayujie/CowAgent,https://github.com/zhayujie/CowAgent,46574,07/08/2022,1473,4.0,671,410,80,19/08/2026,0,Python,"Python, Shell, Dockerfile, HTML, CSS, JavaScript, PowerShell, TypeScript",2193,19,2174,0.9913,4381.96,96.0,134.19
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,46557,07/06/2016,3725,10.2,924,668,189,18/08/2026,1,JavaScript,"JavaScript, HTML, CSS, Shell, TypeScript, SCSS",4015,771,3244,0.808,4153.66,207.36,93.73
apache/airflow,https://github.com/apache/airflow,46538,13/04/2015,4146,11.4,51095,39706,126,19/08/2026,0,Python,"Python, JavaScript, CSS, HTML, Shell, Mako, Jupyter Notebook, Dockerfile, HCL, TypeScript",15029,1102,13927,0.9267,4381.96,96.0,134.19
usebruno/bruno,https://github.com/usebruno/bruno,46411,27/09/2022,1422,3.9,4094,2668,171,19/08/2026,0,JavaScript,"JavaScript, CSS, Shell, TypeScript, HTML, Bru, NSIS, Dockerfile, MDX",4377,1294,3083,0.7044,4153.66,207.36,93.73
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,46379,09/11/2017,3205,8.8,344,175,0,12/04/2026,129,JavaScript,"JavaScript, Shell, Python, PHP, HTML, CSS, TypeScript",102,41,61,0.598,4153.66,207.36,93.73
9001/copyparty,https://github.com/9001/copyparty,46309,26/05/2019,2642,7.2,306,211,346,17/08/2026,1,Python,"Python, Batchfile, Shell, CSS, HTML, JavaScript, Dockerfile, Makefile, LiveScript, PowerShell",1001,218,783,0.7822,4381.96,96.0,134.19
docker/awesome-compose,https://github.com/docker/awesome-compose,46119,13/02/2020,2379,6.5,630,153,0,15/08/2026,4,Dockerfile,"Dockerfile, JavaScript, TypeScript, HTML, CSS, C#, Python, Go, Java, Vue",152,105,47,0.3092,1947.39,130.55,56.58
Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,46104,28/01/2026,203,0.6,616,317,0,19/08/2026,0,Python,"Python, CSS, JavaScript, HTML, Mermaid, PowerShell, Shell, TypeScript",728,235,493,0.6772,4381.96,96.0,134.19
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,46078,22/07/2017,3315,9.1,181,132,0,25/08/2025,358,,,87,51,36,0.4138,1575.95,5.59,292.54
iina/iina,https://github.com/iina/iina,46012,19/12/2016,3530,9.7,1501,1015,51,19/08/2026,0,Ruby,"Ruby, Swift, Objective-C, JavaScript, HTML, Rich Text Format, Shell",4494,1817,2677,0.5957,9346.47,112.47,257.87
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,46007,19/05/2015,4110,11.3,23231,16924,1000,19/08/2026,0,JavaScript,"JavaScript, CSS, HTML, Shell, Batchfile, Dockerfile, TypeScript, Handlebars, EJS, SCSS",17108,2492,14616,0.8543,4153.66,207.36,93.73
jgm/pandoc,https://github.com/jgm/pandoc,45938,20/03/2010,5996,16.4,2338,1801,158,18/08/2026,0,Haskell,"Haskell, Makefile, HTML, CSS, Lua, Shell, Perl, Smarty, Roff, TeX",8338,973,7365,0.8833,1073.5,94.0,7.5
coqui-ai/TTS,https://github.com/coqui-ai/TTS,45918,20/05/2020,2282,6.3,794,467,98,16/08/2024,733,Python,"Python, Jupyter Notebook, HTML, Shell, Makefile, Cython, Dockerfile",1242,2,1240,0.9984,4381.96,96.0,134.19
cli/cli,https://github.com/cli/cli,45891,03/10/2019,2512,6.9,4511,3142,200,19/08/2026,0,Go,"Go, Makefile, Shell, Batchfile, PowerShell",6323,1008,5315,0.8406,3162.76,209.72,80.52
siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,45891,30/08/2020,2180,6.0,1178,952,944,19/08/2026,0,Dockerfile,"Dockerfile, JavaScript, HTML, CSS, NSIS, TypeScript, SCSS, Batchfile, Shell, Go",17570,67,17503,0.9962,1947.39,130.55,56.58
helix-editor/helix,https://github.com/helix-editor/helix,45882,01/06/2020,2270,6.2,6944,4875,30,18/08/2026,0,Rust,"Rust, Nix, CSS, Handlebars, Shell, Elvish, Nushell, Tree-sitter Query, JavaScript",5941,1088,4853,0.8169,4846.14,145.22,23.78
DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,45823,06/08/2024,743,2.0,308,214,0,15/08/2026,4,JavaScript,"JavaScript, HTML, TypeScript, CSS",526,2,524,0.9962,4153.66,207.36,93.73
DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,45810,02/04/2018,3061,8.4,16281,13171,0,18/08/2026,1,JavaScript,"JavaScript, Dockerfile, Shell, TypeScript, HTML, Nix",6412,314,6098,0.951,4153.66,207.36,93.73
android/architecture-samples,https://github.com/android/architecture-samples,45795,05/02/2016,3848,10.5,515,233,0,12/08/2026,6,Kotlin,Kotlin,497,147,350,0.7042,748.29,116.29,13.0
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,45781,30/07/2017,3307,9.1,136,79,27,19/08/2026,0,C++,"C++, C, Batchfile",2069,1328,741,0.3581,8311.21,116.07,94.29
milvus-io/milvus,https://github.com/milvus-io/milvus,45699,16/09/2019,2529,6.9,32197,26931,170,19/08/2026,0,CMake,"CMake, Python, Shell, C++, Groovy, Dockerfile, Makefile, Go, C, Batchfile",16649,951,15698,0.9429,10846.93,133.36,74.29
google/zx,https://github.com/google/zx,45677,05/05/2021,1932,5.3,836,617,100,14/08/2026,5,JavaScript,"JavaScript, TypeScript, Dockerfile",521,21,500,0.9597,4153.66,207.36,93.73
karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,45646,15/08/2022,1465,4.0,42,14,0,08/07/2026,42,,,24,3,21,0.875,1575.95,5.59,292.54
QuantumNous/new-api,https://github.com/QuantumNous/new-api,45618,10/11/2023,1013,2.8,2921,1283,512,19/08/2026,0,Dockerfile,"Dockerfile, Shell, Go, Makefile, Lua, TypeScript, HTML, JavaScript, CSS",3339,713,2626,0.7865,1947.39,130.55,56.58
abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,45587,02/08/2025,381,1.0,1805,1254,0,19/08/2026,0,HTML,"HTML, CSS, TypeScript, JavaScript, Python, Shell, Jinja, PowerShell, Dockerfile, C",1158,260,898,0.7755,2959.28,84.38,78.49
streamlit/streamlit,https://github.com/streamlit/streamlit,45574,24/08/2019,2552,7.0,10383,8368,126,19/08/2026,0,Makefile,"Makefile, Shell, JavaScript, TypeScript, HTML, Python, CSS, Dockerfile",6043,979,5064,0.838,6824.34,158.88,82.6
ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,45547,25/12/2013,4620,12.7,2901,1583,97,19/08/2026,0,JavaScript,"JavaScript, HTML, SCSS, Astro, MDX, TypeScript, CSS",2933,1,2932,0.9997,4153.66,207.36,93.73
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,45496,22/09/2010,5810,15.9,4717,3327,34,17/08/2026,2,JavaScript,"JavaScript, HTML, CSS, Handlebars",5363,400,4963,0.9254,4153.66,207.36,93.73
jestjs/jest,https://github.com/jestjs/jest,45469,10/12/2013,4635,12.7,7985,5963,217,19/08/2026,0,JavaScript,"JavaScript, CSS, TypeScript, Shell, Handlebars",8215,137,8078,0.9833,4153.66,207.36,93.73
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,45252,19/08/2015,4018,11.0,1075,830,4,06/08/2026,13,Makefile,"Makefile, Python, HTML, CSS",1237,237,1000,0.8084,6824.34,158.88,82.6
grpc/grpc,https://github.com/grpc/grpc,45231,08/12/2014,4272,11.7,30923,20864,375,19/08/2026,0,C++,"C++, C, C#, JavaScript, Objective-C, PHP, Python, Shell, Ruby, Batchfile",12019,665,11354,0.9447,8311.21,116.07,94.29
sickn33/agentic-awesome-skills,https://github.com/sickn33/agentic-awesome-skills,45143,14/01/2026,217,0.6,951,779,188,19/08/2026,0,JavaScript,"JavaScript, HTML, Python, Shell, TypeScript, CSS, C++, Go, Batchfile, Java",162,0,162,1.0,4153.66,207.36,93.73
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,45044,28/01/2017,3490,9.6,475,399,29,19/10/2021,1764,JavaScript,"JavaScript, CSS, HTML",559,6,553,0.9893,4153.66,207.36,93.73
pyenv/pyenv,https://github.com/pyenv/pyenv,45032,31/08/2012,5101,14.0,1341,1113,165,16/08/2026,2,Makefile,"Makefile, Shell, C, Roff, Python, Vim Script, Dockerfile",1908,52,1856,0.9727,6824.34,158.88,82.6
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,44960,23/02/2019,2734,7.5,1398,727,15,17/08/2026,2,Shell,"Shell, Python, Mako, HTML, Dockerfile, TypeScript, CSS",441,0,441,1.0,6587.32,101.51,68.88
MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,44953,09/02/2023,1287,3.5,1570,1048,124,19/08/2026,0,Go,"Go, Shell, JavaScript, HTML, Dockerfile, CSS, TypeScript, Makefile",4256,102,4154,0.976,3162.76,209.72,80.52
coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,44909,15/01/2026,216,0.6,338,188,39,19/08/2026,0,Shell,"Shell, JavaScript, HTML",172,40,132,0.7674,6587.32,101.51,68.88
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,44822,05/03/2019,2723,7.5,2977,2314,618,18/08/2026,1,TypeScript,"TypeScript, JavaScript, HTML, CSS",5002,1,5001,0.9998,3951.0,209.41,39.23
meteor/meteor,https://github.com/meteor/meteor,44810,19/01/2012,5326,14.6,5039,2929,0,19/08/2026,0,HTML,"HTML, JavaScript, CSS, Shell, CoffeeScript, PowerShell, Batchfile, Ruby, Java, TypeScript",9330,218,9112,0.9766,2959.28,84.38,78.49
DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,44741,21/10/2021,1763,4.8,704,462,0,10/06/2026,70,HCL,"HCL, Dockerfile, Python, Shell, Jupyter Notebook, Java, Makefile",146,0,146,1.0,462.0,0.0,70.0
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,44740,31/05/2018,3002,8.2,284,170,0,18/08/2026,1,HTML,"HTML, CSS, JavaScript, TypeScript",113,3,110,0.9735,2959.28,84.38,78.49
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,44737,16/02/2010,6028,16.5,3572,2830,81,13/08/2026,6,CSS,"CSS, HTML, Python, Shell, JavaScript, PowerShell, Dockerfile, Kaitai Struct, Less, TypeScript",3691,373,3318,0.8989,983.25,101.42,156.17
vercel/hyper,https://github.com/vercel/hyper,44695,01/07/2016,3701,10.1,4230,3292,88,29/06/2026,51,JavaScript,"JavaScript, HTML, Shell, Batchfile, TypeScript, NSIS",3826,944,2882,0.7533,4153.66,207.36,93.73
files-community/Files,https://github.com/files-community/Files,44678,04/01/2019,2784,7.6,6906,5769,141,19/08/2026,0,C#,"C#, C++",11348,446,10902,0.9607,3161.25,140.25,74.88
vnpy/vnpy,https://github.com/vnpy/vnpy,44618,02/03/2015,4188,11.5,1570,1077,67,10/08/2026,9,Python,"Python, Shell, Batchfile",2187,16,2171,0.9927,4381.96,96.0,134.19
getsentry/sentry,https://github.com/getsentry/sentry,44576,30/08/2010,5832,16.0,103332,91184,176,19/08/2026,0,Python,"Python, JavaScript, HTML, Makefile, Lua, Shell, Ruby, TypeScript, Dockerfile, Less",17251,1776,15475,0.897,4381.96,96.0,134.19
logseq/logseq,https://github.com/logseq/logseq,44517,23/05/2020,2279,6.2,4087,3400,153,19/08/2026,0,JavaScript,"JavaScript, HTML, CSS, Clojure, Dockerfile, Shell, TypeScript, Java, Swift, Ruby",8217,868,7349,0.8944,4153.66,207.36,93.73
spf13/cobra,https://github.com/spf13/cobra,44467,03/09/2013,4733,13.0,1203,631,27,11/07/2026,39,Go,"Go, Makefile",1255,254,1001,0.7976,3162.76,209.72,80.52
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,44455,10/01/2020,2413,6.6,1041,709,80,19/08/2026,0,Go,Go,443,106,337,0.7607,3162.76,209.72,80.52
paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,44415,12/02/2022,1648,4.5,4518,3554,156,19/08/2026,0,CSS,"CSS, HTML, JavaScript, Shell, Python, Dockerfile, TypeScript, SCSS, Jinja",2645,1,2644,0.9996,983.25,101.42,156.17
NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,44373,18/07/2020,2223,6.1,79,47,11,19/08/2026,0,Python,"Python, HTML, JavaScript, CSS, Batchfile, TypeScript, Vue, Shell",766,269,497,0.6488,4381.96,96.0,134.19
AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,44300,30/01/2022,1662,4.6,232,91,23,18/08/2026,1,JavaScript,"JavaScript, TypeScript, Dockerfile, HTML, CSS, Shell",289,29,260,0.8997,4153.66,207.36,93.73
payloadcms/payload,https://github.com/payloadcms/payload,44270,05/01/2021,2052,5.6,9816,7704,574,19/08/2026,0,JavaScript,"JavaScript, SCSS, TypeScript, CSS, Dockerfile, Shell, MDX, HTML",4746,416,4330,0.9123,4153.66,207.36,93.73
sharkdp/fd,https://github.com/sharkdp/fd,44140,09/05/2017,3388,9.3,1017,775,44,11/08/2026,8,Rust,"Rust, Shell, Makefile, Awk",983,129,854,0.8688,4846.14,145.22,23.78
janhq/jan,https://github.com/janhq/jan,44054,17/08/2023,1098,3.0,4358,3809,104,19/08/2026,0,Makefile,"Makefile, TypeScript, JavaScript, Shell, Rust, PowerShell, HTML, CSS, Python, Swift",3792,368,3424,0.903,6824.34,158.88,82.6
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,44020,07/08/2017,3299,9.0,3435,2600,52,17/08/2026,2,JavaScript,"JavaScript, CSS, HTML, TypeScript, CoffeeScript, Rust, GLSL, Vue, Elm, Kotlin",5539,459,5080,0.9171,4153.66,207.36,93.73
streamich/react-use,https://github.com/streamich/react-use,44019,27/10/2018,2853,7.8,2099,1534,257,10/06/2026,70,JavaScript,"JavaScript, TypeScript",614,367,247,0.4023,4153.66,207.36,93.73
Kong/kong,https://github.com/Kong/kong,44003,17/11/2014,4292,11.8,8849,6532,147,16/08/2026,3,Lua,"Lua, Dockerfile, Starlark, Makefile, Linker Script, Shell, Perl, Python, CSS, Raku",4614,77,4537,0.9833,6532.0,147.0,3.0
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,43991,13/01/2018,3140,8.6,410,356,0,13/08/2026,6,JavaScript,"JavaScript, CSS, TypeScript",103,11,92,0.8932,4153.66,207.36,93.73
babel/babel,https://github.com/babel/babel,43986,28/09/2014,4343,11.9,8194,6739,468,16/08/2026,3,JavaScript,"JavaScript, Makefile, Shell, HTML, TypeScript, Batchfile",9113,594,8519,0.9348,4153.66,207.36,93.73
